ANO,DS_CURSO,DS_INDUSTRIAL,CD_UF,VL_MATRICULAS,VL_CONCLUINTES,DS_SEXO
2011,Música e artes cênicas,Não,29,95.0,23.0,Feminino
2016,Psicologia,Não,27,2412.0,271.0,Feminino
2010,Formação de professores sem áreas específicas,Não,29,37717.0,6582.0,Feminino
2011,Formação de professores sem áreas específicas,Não,33,32893.0,5140.0,Feminino
2020,"Moda, design de interiores e desenho industrial",Sim,11,181.0,37.0,Feminino
2014,Processamento de alimentos,Sim,43,1369.0,199.0,Feminino
2014,Veterinária,Não,33,3306.0,260.0,Feminino
2019,Belas artes,Não,23,1.0,0.0,Feminino
2017,Serviços de alimentação,Sim,13,480.0,96.0,Feminino
2018,Serviços de alimentação,Sim,41,1168.0,355.0,Feminino
2019,Serviços de alimentação,Sim,41,1128.0,321.0,Feminino
2013,Produção e processos de fabricação,Sim,23,615.0,24.0,Feminino
2017,Produção e processos de fabricação,Sim,53,299.0,37.0,Feminino
2020,Produção e processos de fabricação,Sim,31,6455.0,1496.0,Feminino
2013,Programas básicos,Não,23,41.0,0.0,Feminino
2018,Programas básicos,Não,17,130.0,0.0,Feminino
2011,Contabilidade e tributação,Não,12,550.0,106.0,Feminino
2012,Contabilidade e tributação,Não,33,10349.0,1306.0,Feminino
2013,Contabilidade e tributação,Não,13,3429.0,570.0,Feminino
2014,Contabilidade e tributação,Não,26,7322.0,718.0,Feminino
2014,Contabilidade e tributação,Não,27,1872.0,168.0,Feminino
2013,Silvicultura,Não,15,590.0,67.0,Feminino
2013,Ciência da informação e museologia,Não,13,327.0,26.0,Feminino
2016,Ciência da informação e museologia,Não,31,844.0,124.0,Feminino
2015,Tecnologia de diagnóstico e tratamento médico,Não,29,3317.0,327.0,Feminino
2016,Tecnologia de diagnóstico e tratamento médico,Não,27,559.0,86.0,Feminino
2018,Tecnologia de diagnóstico e tratamento médico,Não,12,725.0,203.0,Feminino
2013,Infraestrutura e gestão de TIC,Sim,41,200.0,37.0,Feminino
2014,Infraestrutura e gestão de TIC,Sim,13,112.0,17.0,Feminino
2017,Infraestrutura e gestão de TIC,Sim,32,29.0,8.0,Feminino
2018,Infraestrutura e gestão de TIC,Sim,NA,1.0,0.0,Feminino
2018,Infraestrutura e gestão de TIC,Sim,15,125.0,20.0,Feminino
2019,Programas interdisciplinares abrangendo saúde e bem-estar,Não,35,66.0,15.0,Feminino
2018,Farmácia,Não,11,1443.0,281.0,Feminino
2020,Ciências ambientais,Não,29,70.0,3.0,Feminino
2010,Comunicação e reportagem,Não,22,575.0,93.0,Feminino
2015,Comunicação e reportagem,Não,22,443.0,67.0,Feminino
2016,Direito,Não,31,43376.0,5657.0,Masculino
2015,Biologia,Não,12,53.0,3.0,Masculino
2019,Economia,Não,53,776.0,87.0,Masculino
2017,Produção de software,Sim,42,655.0,20.0,Masculino
2020,Produção de software,Sim,17,63.0,1.0,Masculino
2010,Secretariado e trabalhos de escritório,Não,31,46.0,12.0,Masculino
2010,Secretariado e trabalhos de escritório,Não,15,41.0,1.0,Masculino
2011,Secretariado e trabalhos de escritório,Não,53,370.0,113.0,Masculino
2014,Religião e teologia,Não,24,96.0,19.0,Masculino
2018,Religião e teologia,Não,29,984.0,125.0,Masculino
2012,Medicina,Não,12,142.0,25.0,Masculino
2017,Medicina,Não,15,1507.0,176.0,Masculino
2018,Medicina,Não,21,1228.0,111.0,Masculino
2013,Engenharia civil e construção,Sim,41,10191.0,789.0,Masculino
2016,Saúde pública e saúde coletiva,Não,15,13.0,0.0,Masculino
2010,Estatística,Não,26,77.0,5.0,Masculino
2019,Estatística,Não,41,278.0,14.0,Masculino
2020,Estatística,Não,15,35.0,1.0,Masculino
2020,Estatística,Não,26,120.0,12.0,Masculino
2011,Materiais,Sim,29,34.0,10.0,Masculino
2015,Enfermagem,Não,32,421.0,38.0,Masculino
2020,Física,Não,31,534.0,38.0,Masculino
2013,Serviço social,Não,14,80.0,13.0,Masculino
2016,Serviço social,Não,29,1330.0,257.0,Masculino
2014,Turismo e hotelaria,Não,26,507.0,63.0,Masculino
2015,Turismo e hotelaria,Não,43,570.0,109.0,Masculino
2019,Turismo e hotelaria,Não,28,139.0,11.0,Masculino
2020,Turismo e hotelaria,Não,42,358.0,62.0,Masculino
2014,"Promoção, prevenção, terapia e reabilitação",Não,28,1394.0,94.0,Masculino
2014,"Promoção, prevenção, terapia e reabilitação",Não,11,611.0,58.0,Masculino
2010,Eletrônica e automação,Sim,26,857.0,70.0,Masculino
2011,Eletrônica e automação,Sim,41,4631.0,539.0,Masculino
2018,Eletrônica e automação,Sim,50,662.0,66.0,Masculino
2014,Matemática,Não,52,69.0,11.0,Masculino
2019,Matemática,Não,13,107.0,4.0,Masculino
2019,Matemática,Não,15,21.0,0.0,Masculino
2014,Engenharia e profissões correlatas sem definição precisa,Sim,13,49.0,5.0,Masculino
2012,Formação de professores de letras,Não,53,1332.0,232.0,Masculino
2014,Gestão comercial,Não,42,1588.0,311.0,Masculino
2018,Gestão comercial,Não,22,78.0,2.0,Masculino
2019,Gestão comercial,Não,52,1046.0,169.0,Masculino
2010,Gestão e desenvolvimento de sistemas de informação,Sim,42,5517.0,808.0,Masculino
2015,Gestão e desenvolvimento de sistemas de informação,Sim,52,3595.0,623.0,Masculino
2017,Marketing e propaganda,Não,13,822.0,86.0,Masculino
2020,Serviços de transporte,Não,42,428.0,30.0,Masculino
2020,Bioquímica e biotecnologia,Sim,15,118.0,6.0,Masculino
2013,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,24,4561.0,325.0,Masculino
2015,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,15,401.0,1.0,Masculino
2019,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,42,66.0,1.0,Masculino
2015,Química,Sim,42,109.0,31.0,Masculino
2018,Química,Sim,50,116.0,9.0,Masculino
2013,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,29,41.0,6.0,Masculino
2019,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,53,417.0,49.0,Masculino
2019,Ciência da educação,Não,27,3.0,0.0,Masculino
2018,Desenvolvimento de sistemas que integram software e hardware,Sim,35,3373.0,354.0,Masculino
2012,Serviços domésticos,Não,33,5.0,0.0,Masculino
2015,Serviços domésticos,Não,26,26.0,2.0,Masculino
2013,"Produção agrícola, agropecuária e zootecnia",Não,27,973.0,82.0,Masculino
2019,"Programas interdisciplinares abrangendo negócios, administração e direito",Não,16,0.0,0.0,Masculino
2014,Formação de professores sem áreas específicas,Não,27,808.0,83.0,Masculino
2020,Formação de professores sem áreas específicas,Não,33,3916.0,481.0,Masculino
2018,"Moda, design de interiores e desenho industrial",Sim,25,323.0,59.0,Masculino
2020,"Moda, design de interiores e desenho industrial",Sim,53,364.0,61.0,Masculino
2020,"Moda, design de interiores e desenho industrial",Sim,28,176.0,15.0,Masculino
2014,Eletricidade e energia,Sim,43,4203.0,225.0,Masculino
2017,Veterinária,Não,13,448.0,35.0,Masculino
2020,Veterinária,Não,50,760.0,106.0,Masculino
2012,Belas artes,Não,42,73.0,10.0,Masculino
2020,Belas artes,Não,27,2.0,0.0,Masculino
2017,Ciências sociais e políticas,Não,NA,,,Masculino
2019,Ciências sociais e políticas,Não,22,140.0,9.0,Masculino
2010,Pesca,Não,24,133.0,14.0,Masculino
2012,Contabilidade e tributação,Não,52,5487.0,621.0,Masculino
2013,Contabilidade e tributação,Não,NA,0.0,0.0,Masculino
2014,Contabilidade e tributação,Não,32,2714.0,419.0,Masculino
2010,"Programas interdisciplinares abrangendo engenharia, produção e construção",Não,35,43.0,0.0,Masculino
2020,Esportes e lazer,Não,11,0.0,0.0,Masculino
2019,Silvicultura,Não,41,464.0,66.0,Masculino
2016,Ciência da informação e museologia,Não,15,225.0,24.0,Masculino
2012,Arquitetura e planejamento urbano,Sim,14,97.0,3.0,Masculino
2015,Arquitetura e planejamento urbano,Sim,41,3624.0,305.0,Masculino
2013,Tecnologia de diagnóstico e tratamento médico,Não,25,467.0,70.0,Masculino
2011,Infraestrutura e gestão de TIC,Sim,41,1239.0,277.0,Masculino
2018,Saúde e segurança no trabalho,Sim,24,20.0,7.0,Masculino
2019,Comunicação e reportagem,Não,22,277.0,32.0,Masculino
2019,Comunicação e reportagem,Não,23,806.0,93.0,Masculino
2019,Comunicação e reportagem,Não,12,93.0,6.0,Masculino
2013,Direito,Não,42,14624.0,1867.0,Masculino
2019,Direito,Não,14,1323.0,182.0,Masculino
2011,Biologia,Não,31,928.0,182.0,Masculino
2016,Biologia,Não,15,164.0,9.0,Masculino
2017,Economia,Não,43,2244.0,216.0,Masculino
2017,"Finanças, bancos e seguros",Não,26,363.0,71.0,Masculino
2020,"Finanças, bancos e seguros",Não,15,523.0,57.0,Masculino
2019,Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC),Não,12,0.0,0.0,Masculino
2012,Secretariado e trabalhos de escritório,Não,26,83.0,13.0,Masculino
2015,Secretariado e trabalhos de escritório,Não,42,48.0,6.0,Masculino
2017,Religião e teologia,Não,27,67.0,5.0,Masculino
2015,Medicina,Não,27,519.0,70.0,Masculino
2017,Medicina,Não,41,3579.0,457.0,Masculino
2019,Medicina,Não,31,10778.0,1275.0,Masculino
2017,Engenharia civil e construção,Sim,15,4712.0,534.0,Masculino
2018,Programas interdisciplinares abrangendo educação,Não,14,0.0,0.0,Masculino
2013,Serviços de beleza,Não,14,3.0,0.0,Masculino
2018,Serviços de beleza,Não,26,53.0,7.0,Masculino
2019,Serviços de beleza,Não,24,16.0,2.0,Masculino
2013,Engenharia mecânica e metalurgia,Sim,27,312.0,0.0,Masculino
2018,Engenharia mecânica e metalurgia,Sim,13,2449.0,365.0,Masculino
2012,Estatística,Não,25,325.0,6.0,Masculino
2018,Estatística,Não,35,1251.0,147.0,Masculino
2010,"Produção audiovisual, de mídia e cultural",Não,27,82.0,5.0,Masculino
2019,"Produção audiovisual, de mídia e cultural",Não,35,11385.0,1950.0,Masculino
2015,História e arqueologia,Não,42,10.0,0.0,Masculino
2019,Odontologia,Não,33,2155.0,336.0,Masculino
2010,Enfermagem,Não,50,580.0,78.0,Masculino
2020,Física,Não,21,51.0,1.0,Masculino
2010,Serviço social,Não,52,238.0,24.0,Masculino
2014,Serviço social,Não,25,469.0,57.0,Masculino
2016,Turismo e hotelaria,Não,25,166.0,29.0,Masculino
2013,Ciências da terra,Sim,13,189.0,4.0,Masculino
2017,Ciências da terra,Sim,14,60.0,10.0,Masculino
2018,Ciências da terra,Sim,21,174.0,8.0,Masculino
2012,Formação de professores em áreas específicas (exceto Letras),Não,23,12768.0,976.0,Masculino
2013,Formação de professores em áreas específicas (exceto Letras),Não,31,22294.0,3184.0,Masculino
2012,"Promoção, prevenção, terapia e reabilitação",Não,15,593.0,82.0,Masculino
2014,"Promoção, prevenção, terapia e reabilitação",Não,17,322.0,15.0,Masculino
2015,"Promoção, prevenção, terapia e reabilitação",Não,15,1341.0,79.0,Masculino
2016,"Promoção, prevenção, terapia e reabilitação",Não,52,3266.0,356.0,Masculino
2018,"Promoção, prevenção, terapia e reabilitação",Não,35,40708.0,6105.0,Masculino
2014,Eletrônica e automação,Sim,23,2990.0,215.0,Masculino
2016,Eletrônica e automação,Sim,32,1571.0,101.0,Masculino
2015,Formação de professores de letras,Não,43,1804.0,213.0,Masculino
2019,Formação de professores de letras,Não,17,316.0,42.0,Masculino
2014,Ciência da computação,Sim,35,17100.0,2388.0,Masculino
2018,Ciência da computação,Sim,24,401.0,47.0,Masculino
2012,Gestão comercial,Não,35,4085.0,838.0,Masculino
2019,Gestão e desenvolvimento de sistemas de informação,Sim,29,5744.0,600.0,Masculino
2014,Marketing e propaganda,Não,25,659.0,116.0,Masculino
2017,Serviços de transporte,Não,31,607.0,112.0,Masculino
2020,Serviços de transporte,Não,28,2.0,0.0,Masculino
2018,Bioquímica e biotecnologia,Sim,25,93.0,11.0,Masculino
2011,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,29,691.0,31.0,Masculino
2010,Ciência da educação,Não,25,15.0,0.0,Masculino
2011,Ciência da educação,Não,33,0.0,0.0,Masculino
2020,Ciência da educação,Não,26,20.0,0.0,Masculino
2010,Desenvolvimento de sistemas que integram software e hardware,Sim,43,971.0,73.0,Masculino
2010,Proteção de pessoas e de propriedades,Não,52,56.0,4.0,Masculino
2017,Proteção de pessoas e de propriedades,Não,NA,,,Masculino
2019,Proteção de pessoas e de propriedades,Não,31,3170.0,879.0,Masculino
2010,Letras,Não,42,41.0,11.0,Masculino
2018,Letras,Não,43,250.0,22.0,Masculino
2020,Letras,Não,28,7.0,0.0,Masculino
2013,"Produção agrícola, agropecuária e zootecnia",Não,29,2114.0,170.0,Masculino
2011,Psicologia,Não,41,1578.0,220.0,Masculino
2017,Formação de professores sem áreas específicas,Não,22,1169.0,193.0,Masculino
2015,"Moda, design de interiores e desenho industrial",Sim,50,78.0,19.0,Masculino
2015,Eletricidade e energia,Sim,25,1689.0,135.0,Masculino
2013,Processamento de alimentos,Sim,17,117.0,10.0,Masculino
2010,Veterinária,Não,22,353.0,28.0,Masculino
2010,Veterinária,Não,13,139.0,19.0,Masculino
2016,Veterinária,Não,51,594.0,98.0,Masculino
2020,Veterinária,Não,28,415.0,18.0,Masculino
2019,Belas artes,Não,11,0.0,0.0,Masculino
2018,Serviços de alimentação,Sim,27,218.0,35.0,Masculino
2012,Produção e processos de fabricação,Sim,32,2017.0,148.0,Masculino
2011,Pesca,Não,11,60.0,0.0,Masculino
2011,Contabilidade e tributação,Não,29,7199.0,937.0,Masculino
2015,Contabilidade e tributação,Não,NA,0.0,0.0,Masculino
2020,Esportes e lazer,Não,51,1.0,0.0,Masculino
2014,Silvicultura,Não,24,117.0,7.0,Masculino
2010,Ciência da informação e museologia,Não,27,60.0,4.0,Masculino
2012,Arquitetura e planejamento urbano,Sim,24,292.0,42.0,Masculino
2015,Arquitetura e planejamento urbano,Sim,25,1214.0,35.0,Masculino
2012,Filosofia e ética,Não,17,1.0,1.0,Masculino
2019,Filosofia e ética,Não,25,93.0,11.0,Masculino
2010,Tecnologia de diagnóstico e tratamento médico,Não,42,206.0,28.0,Masculino
2018,Tecnologia de diagnóstico e tratamento médico,Não,27,230.0,27.0,Masculino
2019,Tecnologia de diagnóstico e tratamento médico,Não,31,1427.0,176.0,Masculino
2012,Infraestrutura e gestão de TIC,Sim,13,572.0,71.0,Masculino
2017,Farmácia,Não,12,182.0,38.0,Masculino
2014,Comunicação e reportagem,Não,28,306.0,29.0,Masculino
2014,Direito,Não,17,5009.0,556.0,Feminino
2015,Direito,Não,33,41194.0,4445.0,Feminino
2017,Direito,Não,32,10164.0,1519.0,Feminino
2019,Mineração e extração,Não,51,42.0,0.0,Feminino
2011,Gestão e administração,Não,32,11433.0,2291.0,Feminino
2014,Economia,Não,53,281.0,39.0,Feminino
2019,Economia,Não,29,549.0,51.0,Feminino
2016,Produção de software,Sim,43,126.0,7.0,Feminino
2019,Produção de software,Sim,15,8.0,0.0,Feminino
2019,Produção de software,Sim,11,2.0,0.0,Feminino
2014,Secretariado e trabalhos de escritório,Não,50,14.0,5.0,Feminino
2016,Medicina,Não,32,2043.0,302.0,Feminino
2020,Medicina,Não,42,4538.0,450.0,Feminino
2016,Engenharia civil e construção,Sim,32,3098.0,389.0,Feminino
2020,Engenharia civil e construção,Sim,17,829.0,184.0,Feminino
2011,Serviços de beleza,Não,15,263.0,9.0,Feminino
2014,Serviços de beleza,Não,NA,0.0,0.0,Feminino
2011,Engenharia mecânica e metalurgia,Sim,50,63.0,2.0,Feminino
2014,Saúde pública e saúde coletiva,Não,43,152.0,17.0,Feminino
2010,Estatística,Não,51,20.0,0.0,Feminino
2018,"Produção audiovisual, de mídia e cultural",Não,12,3.0,0.0,Feminino
2010,Tecnologia de proteção ambiental,Sim,23,787.0,71.0,Feminino
2018,Tecnologia de proteção ambiental,Sim,41,2149.0,440.0,Feminino
2011,História e arqueologia,Não,52,112.0,20.0,Feminino
2019,História e arqueologia,Não,53,54.0,20.0,Feminino
2012,Odontologia,Não,32,702.0,86.0,Feminino
2013,Física,Não,41,116.0,15.0,Feminino
2018,Assistência a idosos e a deficientes,Não,27,1.0,0.0,Feminino
2019,Assistência a idosos e a deficientes,Não,31,77.0,2.0,Feminino
2020,Assistência a idosos e a deficientes,Não,13,30.0,1.0,Feminino
2013,Turismo e hotelaria,Não,43,1442.0,277.0,Feminino
2017,Turismo e hotelaria,Não,43,1037.0,206.0,Feminino
2012,Ciências da terra,Sim,41,201.0,25.0,Feminino
2014,Ciências da terra,Sim,21,155.0,12.0,Feminino
2011,Formação de professores em áreas específicas (exceto Letras),Não,12,2929.0,1019.0,Feminino
2012,Formação de professores em áreas específicas (exceto Letras),Não,24,4856.0,733.0,Feminino
2019,Formação de professores em áreas específicas (exceto Letras),Não,51,7830.0,1021.0,Feminino
2019,Formação de professores em áreas específicas (exceto Letras),Não,26,10764.0,1686.0,Feminino
2016,Programas interdisciplinares abrangendo artes e humanidades,Não,31,880.0,144.0,Feminino
2010,Eletrônica e automação,Sim,53,300.0,52.0,Feminino
2011,Eletrônica e automação,Sim,26,167.0,11.0,Feminino
2015,Eletrônica e automação,Sim,28,90.0,3.0,Feminino
2013,Matemática,Não,43,85.0,7.0,Feminino
2016,Matemática,Não,61,0.0,0.0,Feminino
2018,Matemática,Não,53,9.0,0.0,Feminino
2011,Formação de professores de letras,Não,53,3865.0,831.0,Feminino
2011,Gestão e desenvolvimento de sistemas de informação,Sim,23,635.0,62.0,Feminino
2019,Gestão e desenvolvimento de sistemas de informação,Sim,25,304.0,36.0,Feminino
2014,Engenharia química e de processos,Sim,32,962.0,85.0,Feminino
2010,Marketing e propaganda,Não,14,163.0,65.0,Feminino
2014,Marketing e propaganda,Não,32,946.0,106.0,Feminino
2015,Marketing e propaganda,Não,14,78.0,11.0,Feminino
2019,Marketing e propaganda,Não,27,540.0,75.0,Feminino
2020,Marketing e propaganda,Não,52,1399.0,239.0,Feminino
2020,Bioquímica e biotecnologia,Sim,50,12.0,12.0,Feminino
2015,Química,Sim,28,199.0,12.0,Feminino
2018,Desenvolvimento de sistemas que integram software e hardware,Sim,23,18.0,0.0,Feminino
2017,"Produção agrícola, agropecuária e zootecnia",Não,21,1179.0,136.0,Feminino
2011,Psicologia,Não,17,630.0,46.0,Feminino
2012,Psicologia,Não,14,447.0,47.0,Feminino
2016,"Moda, design de interiores e desenho industrial",Sim,17,17.0,0.0,Feminino
2019,"Moda, design de interiores e desenho industrial",Sim,11,122.0,17.0,Feminino
2014,Eletricidade e energia,Sim,25,444.0,21.0,Feminino
2017,Processamento de alimentos,Sim,35,2573.0,375.0,Feminino
2018,Veterinária,Não,35,20255.0,3015.0,Feminino
2017,Horticultura,Não,43,36.0,1.0,Feminino
2010,Belas artes,Não,42,269.0,48.0,Feminino
2020,Belas artes,Não,24,2.0,0.0,Feminino
2017,Ciências sociais e políticas,Não,24,254.0,33.0,Feminino
2020,Soluções computacionais para domínios específicos,Sim,NA,1.0,0.0,Feminino
2014,Produção e processos de fabricação,Sim,25,335.0,31.0,Feminino
2020,Produção e processos de fabricação,Sim,43,2019.0,275.0,Feminino
2020,Produção e processos de fabricação,Sim,16,58.0,14.0,Feminino
2015,Pesca,Não,26,167.0,22.0,Feminino
2019,Programas básicos,Não,32,520.0,0.0,Feminino
2012,Contabilidade e tributação,Não,23,5077.0,393.0,Feminino
2018,Silvicultura,Não,13,224.0,16.0,Feminino
2010,Arquitetura e planejamento urbano,Sim,28,376.0,21.0,Feminino
2015,Arquitetura e planejamento urbano,Sim,22,1089.0,64.0,Feminino
2017,Filosofia e ética,Não,29,147.0,11.0,Feminino
2010,Tecnologia de diagnóstico e tratamento médico,Não,52,1980.0,379.0,Feminino
2012,Tecnologia de diagnóstico e tratamento médico,Não,41,2239.0,384.0,Feminino
2019,Tecnologia de diagnóstico e tratamento médico,Não,51,1628.0,196.0,Feminino
2014,Infraestrutura e gestão de TIC,Sim,32,57.0,10.0,Feminino
2014,Infraestrutura e gestão de TIC,Sim,50,53.0,4.0,Feminino
2010,Farmácia,Não,26,1039.0,158.0,Feminino
2010,Farmácia,Não,14,190.0,33.0,Feminino
2012,Ciências ambientais,Não,41,5.0,3.0,Feminino
2013,"Programas interdisciplinares abrangendo agricultura, silvicultura, pesca e veterinária",Não,42,123.0,20.0,Feminino
2014,Comunicação e reportagem,Não,16,162.0,10.0,Feminino
2016,Comunicação e reportagem,Não,12,117.0,35.0,Feminino
2017,Comunicação e reportagem,Não,15,740.0,166.0,Feminino
2018,Comunicação e reportagem,Não,26,1187.0,200.0,Feminino
2014,Direito,Não,13,4673.0,530.0,Feminino
2012,Mineração e extração,Não,21,38.0,0.0,Feminino
2013,Gestão e administração,Não,16,2734.0,233.0,Feminino
2010,Biologia,Não,24,187.0,27.0,Feminino
2013,Biologia,Não,28,148.0,11.0,Feminino
2018,Biologia,Não,52,643.0,128.0,Feminino
2016,Economia,Não,21,327.0,25.0,Feminino
2012,"Finanças, bancos e seguros",Não,42,805.0,191.0,Feminino
2012,"Finanças, bancos e seguros",Não,31,1977.0,485.0,Feminino
2013,"Finanças, bancos e seguros",Não,14,7.0,1.0,Feminino
2011,Secretariado e trabalhos de escritório,Não,13,17.0,2.0,Feminino
2017,Religião e teologia,Não,29,156.0,12.0,Feminino
2016,Medicina,Não,41,4428.0,466.0,Feminino
2018,Programas interdisciplinares abrangendo educação,Não,24,0.0,0.0,Feminino
2019,Engenharia mecânica e metalurgia,Sim,53,98.0,11.0,Feminino
2012,Saúde pública e saúde coletiva,Não,41,106.0,0.0,Feminino
2017,Estatística,Não,24,71.0,12.0,Feminino
2019,Estatística,Não,24,69.0,4.0,Feminino
2013,Materiais,Sim,29,24.0,2.0,Feminino
2012,"Produção audiovisual, de mídia e cultural",Não,42,756.0,166.0,Feminino
2010,História e arqueologia,Não,52,93.0,12.0,Feminino
2019,História e arqueologia,Não,NA,0.0,0.0,Feminino
2010,Enfermagem,Não,22,4383.0,681.0,Feminino
2012,Enfermagem,Não,51,5084.0,953.0,Feminino
2014,Enfermagem,Não,13,5286.0,403.0,Feminino
2017,Enfermagem,Não,26,10651.0,1566.0,Feminino
2014,Física,Não,51,22.0,0.0,Feminino
2020,Física,Não,26,33.0,2.0,Feminino
2018,Turismo e hotelaria,Não,25,208.0,40.0,Feminino
2020,Turismo e hotelaria,Não,32,55.0,7.0,Feminino
2018,Ciências da terra,Sim,22,42.0,3.0,Feminino
2020,Ciências da terra,Sim,23,120.0,10.0,Feminino
2011,Formação de professores em áreas específicas (exceto Letras),Não,NA,0.0,0.0,Feminino
2014,"Promoção, prevenção, terapia e reabilitação",Não,13,4524.0,482.0,Feminino
2014,"Promoção, prevenção, terapia e reabilitação",Não,21,3990.0,523.0,Feminino
2015,"Promoção, prevenção, terapia e reabilitação",Não,42,7950.0,1129.0,Feminino
2015,Eletrônica e automação,Sim,16,0.0,0.0,Feminino
2012,Matemática,Não,26,19.0,1.0,Feminino
2014,Matemática,Não,24,8.0,1.0,Feminino
2018,Engenharia e profissões correlatas sem definição precisa,Sim,35,19.0,8.0,Feminino
2011,Formação de professores de letras,Não,25,4305.0,515.0,Feminino
2011,Formação de professores de letras,Não,21,4349.0,672.0,Feminino
2017,Formação de professores de letras,Não,25,4940.0,556.0,Feminino
2017,Formação de professores de letras,Não,27,2479.0,263.0,Feminino
2012,Ciência da computação,Sim,41,264.0,39.0,Feminino
2012,Ciência da computação,Sim,50,98.0,18.0,Feminino
2016,Ciência da computação,Sim,17,63.0,8.0,Feminino
2013,Gestão e desenvolvimento de sistemas de informação,Sim,35,10192.0,1677.0,Feminino
2019,Marketing e propaganda,Não,12,36.0,1.0,Feminino
2016,Serviços de transporte,Não,15,2.0,0.0,Feminino
2016,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,15,413.0,32.0,Feminino
2016,Química,Sim,33,1260.0,148.0,Feminino
2020,Química,Sim,43,1150.0,125.0,Feminino
2020,Química,Sim,27,146.0,7.0,Feminino
2018,Ciência da educação,Não,15,16.0,0.0,Feminino
2010,Desenvolvimento de sistemas que integram software e hardware,Sim,35,287.0,23.0,Feminino
2012,Proteção de pessoas e de propriedades,Não,21,1.0,1.0,Feminino
2020,"Produção agrícola, agropecuária e zootecnia",Não,25,784.0,67.0,Feminino
2011,Música e artes cênicas,Não,35,808.0,203.0,Feminino
2019,"Programas interdisciplinares abrangendo negócios, administração e direito",Não,14,1.0,0.0,Feminino
2018,Formação de professores sem áreas específicas,Não,33,39481.0,5393.0,Feminino
2014,"Moda, design de interiores e desenho industrial",Sim,35,11599.0,2343.0,Feminino
2012,Processamento de alimentos,Sim,21,495.0,64.0,Feminino
2017,Processamento de alimentos,Sim,33,369.0,42.0,Feminino
2014,Veterinária,Não,29,1751.0,133.0,Feminino
2018,Veterinária,Não,33,5081.0,416.0,Feminino
2017,Belas artes,Não,26,16.0,7.0,Feminino
2013,Ciências sociais e políticas,Não,53,1691.0,233.0,Feminino
2016,Ciências sociais e políticas,Não,14,255.0,27.0,Feminino
2018,Ciências sociais e políticas,Não,17,175.0,3.0,Feminino
2016,Serviços de alimentação,Sim,17,19.0,0.0,Feminino
2016,Produção e processos de fabricação,Sim,32,1468.0,152.0,Feminino
2017,Produção e processos de fabricação,Sim,14,0.0,0.0,Feminino
2011,Pesca,Não,23,227.0,28.0,Feminino
2015,Pesca,Não,35,40.0,0.0,Feminino
2016,Programas básicos,Não,41,1719.0,0.0,Feminino
2017,Programas básicos,Não,52,91.0,0.0,Feminino
2019,Esportes e lazer,Não,31,4.0,0.0,Feminino
2017,Silvicultura,Não,31,790.0,101.0,Feminino
2011,Ciência da informação e museologia,Não,24,82.0,17.0,Feminino
2017,Filosofia e ética,Não,53,42.0,6.0,Feminino
2018,Tecnologia de diagnóstico e tratamento médico,Não,NA,0.0,0.0,Feminino
2016,Infraestrutura e gestão de TIC,Sim,51,83.0,12.0,Feminino
2019,Infraestrutura e gestão de TIC,Sim,42,323.0,40.0,Feminino
2018,Programas interdisciplinares abrangendo saúde e bem-estar,Não,15,105.0,8.0,Feminino
2017,Farmácia,Não,22,1762.0,210.0,Feminino
2012,Saúde e segurança no trabalho,Sim,25,136.0,1.0,Feminino
2020,Saúde e segurança no trabalho,Sim,16,34.0,1.0,Feminino
2015,Ciências ambientais,Não,15,8.0,8.0,Feminino
2012,Direito,Não,12,1016.0,164.0,Feminino
2011,Mineração e extração,Não,32,650.0,124.0,Feminino
2014,Mineração e extração,Não,29,701.0,43.0,Feminino
2019,Gestão e administração,Não,26,19015.0,3057.0,Feminino
2012,Biologia,Não,28,152.0,6.0,Feminino
2020,Biologia,Não,41,1180.0,178.0,Feminino
2010,Economia,Não,22,238.0,20.0,Feminino
2015,Economia,Não,52,461.0,60.0,Feminino
2017,Economia,Não,26,603.0,57.0,Feminino
2018,Economia,Não,42,611.0,77.0,Feminino
2018,Economia,Não,23,1313.0,113.0,Feminino
2011,Produção de software,Sim,32,6.0,1.0,Feminino
2017,Produção de software,Sim,23,102.0,3.0,Feminino
2011,Secretariado e trabalhos de escritório,Não,27,77.0,24.0,Feminino
2016,Medicina,Não,50,964.0,111.0,Feminino
2016,Medicina,Não,17,1408.0,209.0,Feminino
2020,Medicina,Não,43,6093.0,741.0,Feminino
2020,Medicina,Não,23,3628.0,537.0,Feminino
2014,Engenharia civil e construção,Sim,13,1460.0,52.0,Feminino
2019,Engenharia civil e construção,Sim,22,989.0,111.0,Feminino
2011,Serviços de beleza,Não,43,1272.0,209.0,Feminino
2017,Serviços de beleza,Não,24,563.0,111.0,Feminino
